9 18.446 18.446
11 13.7411
14 15.4923
15 14.959
24 15.0055
25 12.9623
26 14.4374
27 12.1236
28 11.8079
29 7.33703
30 3.85663
31 -3.56507
32 -16.5303
33 -19.7378
34 -59.4842
41 -48.3356
42 -49.6361
46 -50.2884
47 -56.5899
48 -81.9297
62 -56.1784
63 -65.386
66 -61.5898
69 -63.6441
70 -59.1169
71 -66.1284
72 -68.9981
73 -68.6169
74 -68.9065
75 -68.8479
77 21.756 -66.4415
78 17.1019 -65.9765
79 14.6194
80 9.64224 -45.5438
81 10.7054 -39.8413
82 6.10475 -14.5255
83 1.20456 -8.39055
84 0.97609 -2.99793
85 -2.46301 3.65621
86 -4.21616 4.7086
87 -4.08856 13.2703
88 -6.18286 14.6123
89 -3.65053 15.3747
90 -2.43996 16.0095
91 -5.4708 15.6995
92 -4.04102 15.6426
93 -8.78243 15.185
94 -5.93319 15.2268
95 -8.21762 16.3955
96 -7.9729 15.866
97 -6.67801 16.806
98 -7.42536 16.7971
99 -5.57112 16.7563
100 -6.54782 16.6084 -69.497
101 -3.1083 16.8028 -70.7229
102 -4.82039 16.86
103 -0.263097 17.2643
104 -2.51744 16.8977
105 -1.78786 17.3847
106 3.42969 17.3735 -72.8584
107 3.06738 17.1415
108 -3.24826 17.2597
109 -2.17708 17.1221
110 -1.08701 17.5362
111 1.24014 17.4761
112 -3.47157 17.1067
113 -0.822563 17.1486
114 0.891434 16.887
115 2.38225 16.8391
116 -3.40817 17.2697
117 -0.123733 18.2417
118 2.76356 16.7318
119 4.78323
120 -0.809368 18.1473
121 6.93489 18.2815
122 2.8477 18.2856
123 -2.57203 26.0177
124 -1.6127 26.8691
125 5.10933 18.3125
126 -0.915603 18.1489
127 -0.266555 25.7732
128 -0.159743 26.0689
129 -0.307156 29.862
130 5.69105 29.0613
131 5.42737 29.2289
132 -4.02488 18.4879
133 3.54306 18.6513
134 2.65952 18.906
135 7.75697 18.906
136 6.78747 18.6553
137 4.3054 18.5842
138 2.58151 18.3914
139 1.4094 18.4202
140 0.160524 17.9769
141 -0.695568 17.7371
142 -1.6958 18.1326
143 -2.13422 17.9572
144 -3.22973 17.9707
145 -4.14816 17.8814
146 -3.85784 17.8604
147 -4.78659 17.8604
148 -4.43393 17.6048
149 -4.03047 17.7184
150 -4.19251 17.972
151 -7.76276 17.8107
152 -9.2548 17.792
153 -7.91977 17.4408
154 -9.25931 17.3522
155 -7.37127 17.4264
156 -8.91171 22.5928
157 -11.4876 22.4
158 -8.67093 22.9125
159 -10.0177 22.4532
160 -12.0829 23.6564
161 -8.03883 17.5041
162 -6.99475 25.8813
163 -2.54919 25.8037
164 -8.284 17.9514
165 -4.38617 18.0134
166 -1.15668 18.0134
167 18.2489
168 -8.09968 17.7265
169 17.7316
170 17.7316
171 -8.27991 17.7316
172 -8.99899 17.7085
173 -7.66003 17.8217
174 -10.13 18.1219
175 18.2237
176 18.0405
177 18.4594
178 18.7774
179 18.802
180 30.6839 -68.4189
181 30.2672 -65.8886
182 29.8572 -66.0803
183 29.8572 -66.0248
184 17.5212 -67.5627
185 28.5054 -67.2788
186 28.5054 -66.2486
187 17.0125 -60.8813
188 16.7153 -56.8303
189 16.7234 -55.6665
190 16.2184 -49.5055
191 16.3021
192 16.8919 -51.1344
193 16.813
194 16.4579 -52.5246
195 -4.30356 16.0993
196 -9.1313 15.9428
197 -5.68539 16.1614 -51.715
198 -7.49578 15.9371
199 -3.97522 16.1199 -51.0136
200 -2.11776 15.9581
201 -1.50268 15.9474
202 0.262873 16.0859 -51.1969
203 -0.518659 15.7669 -51.5185
204 3.66626 16.0166
205 1.62419 15.5627
206 1.33653 20.3462 -52.9749
207 1.26966 19.7938
208 6.6505 19.6943
209 7.26294 19.4781
210 7.65179 15.7845
211 8.51107 15.7402
212 10.1435 15.813
213 12.0591 15.813
214 12.2808 15.813
215 13.0701 15.7078
216 12.9637 22.6683 -52.0932
217 14.7945 22.9455 -53.9362
218 15.9666 23.017 -54.8847
219 23.1882 -53.2585
220 23.1514 -48.8265
221 21.953 -53.7102
222 17.9043 15.6315 -54.9682
223 24.6819 15.6315 -60.0391
224 22.6175 -60.5375
225 15.8028 -65.188
226 28.3553 15.7242 -66.2937
227 15.3243
228 23.4201
229 17.1169 -68.7219
230 17.2066 -69.6742
231 43.9879 17.2059 -70.0178
232 68.7562 17.0068 -74.4133
233 69.984 16.9979 -73.6997
234 61.0482 16.9979 -77.6909
235 73.0073 16.8313 -73.8763
236 80.7463 17.0333 -75.8169
237 80.0685 17.031 -72.872
238 82.3755 16.8886 -79.7912
239 82.8822 17.0334 -82.6484
240 81.4551 21.068 -82.1648
241 83.0496 20.8385 -82.0066
242 81.9789 20.8096 -83.4114
243 83.0225 20.8096 -83.3475
244 80.7383 20.6788 -83.5
245 81.2394 20.7367 -83.1272
246 82.7405 20.5914 -83.0585
247 81.8869 20.6948 -83.828
248 81.249 20.6845 -83.4891
249 78.5079 20.6845 -79.2785
