b,1,0,0,1.13213,0.10199,115.951,13.2565,1.91739
b,0,0,0,-2.27005,0.189232,115.762,13.2527,1.91696
b,0,0,0,-4.25211,0.255638,116.018,13.0805,1.89783
b,0,0,0,0.380585,0.292534,115.725,13.0687,1.89652
b,0,3,3,-6.80782,0.283859,116.009,13.5047,1.94496
b,0,0,3,-0.883682,0.265625,115.743,13.372,1.93023
b,0,0,3,-2.90103,0.236542,115.98,13.2878,1.92086
b,1,0,3,-2.97022,1.28516,117.265,13.3218,1.92465
b,0,0,3,1.69098,0.256508,117.009,13.49,1.94334
b,0,0,3,0.44611,0.694878,117.704,13.4221,1.93579
b,0,0,3,7.04832,0.496529,118.2,13.3731,1.93035
b,0,0,3,3.27017,0.383682,118.584,13.5715,1.95239
b,0,0,3,6.4155,1.48914,120.073,13.4794,1.94216
b,0,1,2,0.495605,0.307732,120.381,13.5058,1.94508
b,0,0,2,-0.510582,0.0993958,120.281,13.4136,1.93484
b,1,0,2,0.350243,1.73872,122.02,13.4063,1.93403
b,0,2,0,6.86198,0.170135,122.19,13.2674,1.9186
b,0,0,0,1.78972,0.413628,122.604,13.4367,1.93741
b,0,0,0,0.584145,0.0230026,122.581,13.4525,1.93917
b,0,0,0,-0.961357,0.0195312,122.561,13.4155,1.93505
b,0,0,0,0.801559,0.268669,122.83,13.3839,1.93154
b,0,0,0,0.927429,0.311203,122.519,13.3218,1.92465
b,1,0,0,2.04325,0.610245,123.129,13.3648,1.92943
b,0,0,0,0.486282,0.000869751,123.13,13.2258,1.91397
b,0,0,0,0.76162,0.0898438,123.04,13.2491,1.91657
b,0,0,0,0.418854,0.347221,123.387,13.3182,1.92424
b,0,0,0,0.74514,0.162331,123.225,13.2877,1.92086
b,0,0,0,-1.86609,0.595482,122.629,13.3411,1.92679
b,0,0,0,-4.48846,0.60894,123.238,12.9521,1.88356
b,0,0,0,-0.451698,0.289932,123.528,13.1192,1.90214
b,1,0,0,0.899223,0.664062,124.192,12.9607,1.88453
b,0,0,0,1.68404,0.648003,123.544,12.948,1.88311
b,0,0,0,-7.23035,0.0742188,123.618,12.9438,1.88264
b,0,0,0,-4.84815,1.52214,122.096,13.0712,1.8968
b,0,0,0,-3.26596,0.465279,122.562,13.2262,1.91402
b,0,0,0,-6.8944,1.21484,121.347,13.1867,1.90964
b,0,0,0,-1.60305,0.345924,121.693,13.2953,1.9217
b,1,0,0,-0.016716,0.0208282,121.714,11.2965,1.91206
b,0,0,0,-5.52677,0.307297,122.021,11.3868,1.92335
b,0,0,0,-1.99219,0.114578,122.135,11.375,1.92188
b,0,0,0,-3.63866,0.400604,121.735,11.533,1.9416
b,0,0,0,1.48332,0.855034,120.88,11.5801,1.94751
b,0,0,0,4.16642,0.46875,120.411,11.5652,1.94565
b,0,0,0,1.00357,0.880646,119.53,7.66474,0.972563
b,0,0,0,2.63214,0.316406,119.847,7.7845,1.00457
b,1,0,0,-2.11657,0.12413,119.971,8.16976,1.09938
b,0,0,0,4.54401,0.34201,119.629,8.53051,1.18785
b,0,0,0,1.66409,1.76736,117.862,8.85475,1.2689
b,0,0,0,-1.50826,0.881508,116.98,9.57207,1.44272
b,0,0,0,2.51841,1.57031,115.41,10.0614,1.56824
a,0,0,0,-2.48834,0.110245,115.299,9.92223,1.53362
a,0,0,0,0.539616,1.09809,114.201,9.98356,1.54941
a,1,0,0,2.51244,0.50695,114.708,10.2283,1.6014
a,0,0,0,-0.0542488,0.266487,114.975,10.2172,1.60436
a,0,0,0,2.00528,0.814674,115.789,10.1476,1.5878
a,0,3,3,-3.63132,0.53125,116.321,10.1047,1.57711
a,0,0,3,-0.936729,0.666664,116.987,9.94984,1.53839
a,0,0,3,0.161861,0.56076,116.427,10.401,1.65035
a,0,2,1,-0.784363,0.653214,115.773,10.2579,1.60786
a,0,1,0,-0.175613,0.45269,115.321,10.2458,1.60558
a,1,0,0,1.83844,0.67144,115.992,9.91631,1.5191
a,0,0,0,-2.1938,0.0434036,115.949,10.0181,1.54897
a,0,0,0,1.21647,1.19097,117.14,9.41285,1.39116
a,0,0,0,0.921253,0.180557,117.32,7.94544,1.01965
a,0,0,0,0.102245,1.62326,118.944,8.58067,1.18286
a,0,0,0,2.89384,0.416672,119.36,7.66519,0.968148
a,0,0,0,0.368267,0.118484,119.479,11.7554,1.96943
a,1,0,0,4.30684,1.96484,121.444,11.5944,1.94929
a,0,0,0,1.49604,0.3507,121.794,11.6118,1.95147
a,0,0,0,1.05057,0.64019,122.434,11.6603,1.95749
a,0,0,0,-0.338165,0.106766,122.541,11.6201,1.95245
a,0,0,0,2.59248,1.19531,123.737,11.4556,1.93185
a,0,0,0,3.79049,1.46094,125.197,7.76789,1.00747
a,0,0,0,0.545692,0.588547,125.786,7.76455,1.02081
a,0,0,0,0.639397,0.305984,126.092,7.36913,0.945233
a,1,0,0,-0.337906,1.6402,127.732,7.26052,0.934702
a,0,1,1,1.63456,0.599823,128.332,6.55997,0.827289
a,0,1,0,1.49615,0.805557,129.138,7.00675,0.88712
a,0,0,0,-0.0209885,0.300339,129.438,6.93587,0.877711
a,0,0,0,0.793686,0.03125,129.407,7.94616,1.15088
a,0,0,0,1.10242,0.108948,129.516,8.05384,1.18689
a,0,0,0,1.29979,0.462677,129.053,6.63204,1.06481
a,1.41421,0,0,1.91714,1.5881,130.641,6.82497,1.11046
a,0,0,0,-0.260109,0.22525,130.416,6.75507,1.10264
a,0,0,0,0.130592,0.441833,130.858,6.77413,1.11446
a,0,0,0,-0.00666809,0.413193,130.444,6.93175,1.15285
a,0,0,0,-0.0410233,0.238281,130.206,7.85776,1.16837
a,0,0,0,0.144821,0.263885,130.47,7.80066,1.14615
a,0,0,0,0.642769,1.88889,128.581,8.27824,1.21261
a,0,0,0,-0.136467,0.0355988,128.617,8.34143,1.21383
a,1,0,0,-0.657242,0.409714,129.026,8.32213,1.23227
a,0,0,0,-0.126465,0.715271,128.311,8.32246,1.22397
a,0,0,0,-0.326057,1.07032,127.241,8.35577,1.24523
a,0,0,0,-0.138214,0.133675,127.107,8.62625,1.31142
a,0,0,0,-0.215462,0.480904,126.626,7.9018,1.19283
a,0,0,0,-1.13216,0.993057,125.633,8.55411,1.26236
a,0,0,0,-0.528999,0.203125,125.43,8.77153,1.2897
a,1,0,0,-0.152924,0.142792,125.573,9.94169,1.57666
a,0,0,0,-1.66582,0.594612,124.978,9.83571,1.54594
a,0,0,0,-1.08556,0.21962,124.759,9.68086,1.50187
a,0,0,0,2.67762,0.217018,124.542,9.5725,1.45105
a,0,0,0,-2.45192,0.0911407,124.451,9.479,1.43095
a,0,0,0,-3.20143,0.258682,124.192,9.54988,1.43854
a,0,0,0,-0.338364,0.129776,124.322,9.5818,1.44626
a,0,0,0,-0.864296,0.848961,123.473,9.51908,1.45114
a,1,0,0,2.44483,0.263023,123.21,8.99581,1.31683
a,0,0,0,-0.814774,0.369789,122.84,9.20259,1.37136
a,0,0,0,-0.274536,1.19141,121.648,9.33775,1.40055
a,0,0,0,0.658066,0.356773,121.292,9.58519,1.46014
a,0,0,0,-2.70235,0.214409,121.077,9.34385,1.40421
a,0,0,0,1.69827,0.43576,120.641,9.22087,1.36799
a,0,0,0,-4.58576,0.85981,119.782,8.9276,1.29843
a,1,2,2,-8.4804,0.241318,119.54,9.57268,1.44873
a,0,0,2,1.10745,0.323784,119.864,9.38875,1.41239
